"company";"position";"level";"salary1B2BMin";"salary1B2BMax";"salary1UoPMin";"salary1UoPMax";"salary1UZMin";"salary1UZMax";"salary1UoDMin";"salary1UoDMax";"salary2B2BMin";"salary2B2BMax";"salary2UoPMin";"salary2UoPMax";"salary2UZMin";"salary2UZMax";"salary2UoDMin";"salary2UoDMax";"salary3B2BMin";"salary3B2BMax";"salary3UZMin";"salary3UZMax";"url";"english";"communication_skills";"problem_solving";"team_player";"git";"proactivity";"sql";"polish";"java";"javascript";"python";"critical_thinking";"linux";"rest";"typescript";".net";"html";"css";"react";"docker";"aws";"spring";"jira";"angular";"php";"leadership_skills";"c.";"mysql";"c..";"azure";"postgresql";"jenkins";"kubernetes";"hibernate";"business_analysis";"ci.cd";"windows";"node";"agile";"android";"scrum";"selenium";"kotlin";"ios";"ms_sql";"microservices";"rest_api";"c";"terraform";"analytical_skills";"etl";".net_core";"maven";"project_management";"symfony";"entity_framework";"microsoft";"node.js";"swift";"ux";"redux";"ansible";"spark";"sql_server";"visual_studio";"junit";"ms_office";"spring_boot";"vue.js";"windows_server";"confluence";"figma";"machine_learning";"api";"nosql";"bash";"django";"ui";"scala";"testing";"postman";"cloud";"jquery";"product_management";"oop";"backlog_management";"html5";"mvc";"security";"tdd";"team_management"
"Ringier Axel Springer Tech";"AI";"Mid";11000;21100;NA;NA;NA;NA;NA;NA;NA;NA;10000;18200;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/data-scientist-ringier-axel-springer-tech-remote-n27ca5sm";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Grupa ZPR Media";"Backend";"Junior";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7000;8000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-python-developer-grupa-zpr-media-warszawa-p3omat4e";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Grupa ZPR Media";"Testing";"Junior";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7000;8000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-test-engineer-grupa-zpr-media-warszawa-vuyxosmf";0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AVENGA";"Inne";"Senior";NA;NA;24000;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/technical-delivery-lead-avenga-remote-l01cjlsn";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ringier Axel Springer Tech";"Frontend";"Senior";12700;21100;NA;NA;NA;NA;NA;NA;NA;NA;10900;18200;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-react-engineer-ringier-axel-springer-tech-remote-0kcxiyrw";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Acaisoft Poland Sp. z o.o.";"Backend";"Mid";12500;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mid-senior-c-developer-acaisoft-poland-remote-bxcfd19x";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"People Trust Sp. z o.o.";"Backend";"Senior";20000;27000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/senior-webmethods-developer-people-trust-remote-odjt015o";1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Link Group";"Business Intelligence";"Mid";16800;23520;NA;NA;NA;NA;NA;NA;NA;NA;14000;20000;NA;NA;NA;NA;16000;22400;NA;NA;"https://nofluffjobs.com/pl/job/qlik-developer-link-group-remote-c3x76vzl";1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Link Group";"DevOps";"Senior";25200;31920;NA;NA;NA;NA;NA;NA;24000;30400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/sre-engineer-site-reliability-engineer-link-group-remote-fjg0najc";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"apreel Sp. z o.o.";"Backend";"Mid";23520;31584;NA;NA;NA;NA;NA;NA;22400;30080;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-java-engineer-apreel-rynxxj6g";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"FIS Techlology Services (Poland) Sp. z o.o.";"Product Management";"Junior";NA;NA;5000;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-client-services-analyst-fis-up-fis-techlology-services-poland-wroclaw-qacve1fq";1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mindshare";"Backoffice";"Trainee";NA;NA;NA;NA;4000;5500;NA;NA;NA;NA;4000;5500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/mlodsza-asystentka-asystent-zarzadu-mindshare-warszawa-h5ealift";1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Unity Group";"Inne";"Junior";4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;3000;5000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-shopify-specialist-unity-group-remote-8kgfpz7r";1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tape Poland Sp. z o.o.";"Backend";"Junior";5500;8500;NA;NA;NA;NA;NA;NA;NA;NA;5500;8500;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-tape-poland-krakow-pe5vzxkx";1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A4BEE Sp. z o.o.";"Inne";"Junior";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5200;8700;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-javascript-lot-engineer-a4bee-wroclaw-snud2jqv";0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lerta";"DevOps";"Mid";18000;25200;NA;NA;NA;NA;NA;NA;NA;NA;14000;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-devops-engineer-lerta-buzhwsas";1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ekoncept";"IT Administrator";"Junior";NA;NA;6000;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/system-administrator-ekoncept-sopot-nnkxfqud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cloudprizm sp. z o.o";"Fullstack";"Junior";NA;NA;12000;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/python-developer-cloudprizm-remote-idfmq1o7";1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P.U.T. GRAW Sp. z o.o.";"Fullstack";"Trainee";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-net-developer-p-u-t-graw-gliwice-znrshebi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"IT Touch";"Backend";"Junior";6000;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;9000;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-go-developer-it-touch-warsaw-4uqjiqij";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Teacode";"Frontend";"Junior";5000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-react-native-developer-teacode-warszawa-yu1nljeh";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"GlobalLogic";"Backend";"Trainee";NA;NA;3700;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/java-academy-trainee-globallogic-wroclaw-er5s4x3b";1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Intellias";"Inne";"Junior";NA;NA;NA;NA;8000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-legal-consel-intellias-krakow-6jz0wslj";1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"NetCreate";"Fullstack";"Junior";NA;NA;5000;8500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-junior-fullstack-php-developer-netcreate-wk2x5ucx";1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"TrustMate S.A.";"Backend";"Junior";4400;7600;NA;NA;NA;NA;NA;NA;NA;NA;4000;7000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-trustmate-remote-dwhftous";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Guidewire Software";"DevOps";"Junior";NA;NA;7000;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-cloudops-aws-remote-guidewire-software-brln5mxe";1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stretto";"Testing";"Mid";10416;18480;NA;NA;NA;NA;NA;NA;NA;NA;8000;13350;NA;NA;NA;NA;9920;17600;NA;NA;"https://nofluffjobs.com/pl/job/remote-regular-qa-engineer-stretto-bsfw4fiw";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CVT Services";"Fullstack";"Junior";10000;15000;NA;NA;NA;NA;NA;NA;NA;NA;9000;14000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-fullstack-developer-cvt-services-remote-yzqrbc6a";0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Merit Poland";"Embedded";"Junior";7560;10920;NA;NA;NA;NA;NA;NA;NA;NA;6000;9000;NA;NA;NA;NA;7200;10400;NA;NA;"https://nofluffjobs.com/pl/job/junior-software-engineer-merit-poland-krakow-tahi7grw";1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Emerson Process Management Sp. z o.o.";"Embedded";"Junior";NA;NA;7000;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-entry-developer-emerson-process-management-warszawa-20meux6m";0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sigma IT Poland";"Backend";"Mid";18000;24000;NA;NA;NA;NA;NA;NA;NA;NA;18500;20000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/c-developer-sigma-it-poland-remote-uqasz5sf";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Antal Poland";"Product Management";"Junior";10000;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-information-management-specialist-antal-poland-warszawa-c1ppgfcx";1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"Praca.pl";"Backend";"Junior";5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;5000;9000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-praca-pl-warszawa-kjovdvy7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Link Group";"Project Manager";"Senior";20160;25200;NA;NA;NA;NA;NA;NA;19200;24000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/it-project-manager-link-group-remote-emwsbnko";1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"PSI Polska";"Backend";"Mid";15120;23520;NA;NA;NA;NA;NA;NA;NA;NA;12000;17000;NA;NA;NA;NA;14400;22400;NA;NA;"https://nofluffjobs.com/pl/job/remote-c-developer-psi-polska-onjyiavz";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PGS Software S.A.";"Backend";"Mid";11000;20000;NA;NA;NA;NA;NA;NA;NA;NA;9000;17000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/100-remote-middle-node-js-developer-pgs-software-sqlgjtaz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Zone IT Sp. z o.o.";"Backend";"Junior";NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-php-developer-zone-it-wroclaw-a4muptwn";1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"IT.integro";"Backend";"Trainee";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/career-starter-trainee-it-integro-poznan-scqbekmj";0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Zone IT Sp. z o.o.";"Frontend";"Junior";NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;6000;12000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-react-developer-zone-it-wroclaw-psu4lypn";1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"IT.integro";"Backend";"Junior";NA;NA;6500;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/junior-consultant-ms-dynamics-365-bc-it-integro-poznan-g4xfhx2c";1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PGS Software S.A.";"Backend";"Senior";15000;30000;NA;NA;NA;NA;NA;NA;NA;NA;12000;24000;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/100-remote-senior-node-js-developer-pgs-software-hsik8bfe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"People Trust Sp. z o.o.";"Fullstack";"Mid";16800;26520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/remote-software-developer-people-trust-jiv1xvsp";1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AVENGA";"DevOps";"Mid";25200;30240;NA;NA;NA;NA;NA;NA;24000;28800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"https://nofluffjobs.com/pl/job/the-best-remote-devops-engineer-avenga-6euhittz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
